osmid,y,x,highway,street_count,railway,geometry
206109300,-34.6452423,-58.3758292,,3,,POINT (-58.3758292 -34.6452423)
206109309,-34.6472469,-58.3753201,traffic_signals,4,,POINT (-58.3753201 -34.6472469)
206109347,-34.6455702,-58.3817832,,3,,POINT (-58.3817832 -34.6455702)
206109359,-34.6453358,-58.3805394,,3,,POINT (-58.3805394 -34.6453358)
206109371,-34.6450996,-58.3796055,,3,,POINT (-58.3796055 -34.6450996)
206109372,-34.6465967,-58.3790774,,4,,POINT (-58.3790774 -34.6465967)
206109382,-34.6449069,-58.3789088,traffic_signals,4,,POINT (-58.3789088 -34.6449069)
206109391,-34.6367515,-58.3792319,,4,,POINT (-58.3792319 -34.6367515)
206109393,-34.641179,-58.3783768,,4,,POINT (-58.3783768 -34.641179)
206109396,-34.6445813,-58.3775565,,3,,POINT (-58.3775565 -34.6445813)
206109407,-34.6458567,-58.3770488,,3,,POINT (-58.3770488 -34.6458567)
206109427,-34.6429386,-58.3794016,,3,,POINT (-58.3794016 -34.6429386)
206109429,-34.6421573,-58.3781413,,4,,POINT (-58.3781413 -34.6421573)
206109433,-34.6440023,-58.379235,,3,,POINT (-58.379235 -34.6440023)
206109435,-34.6433153,-58.3778507,,4,,POINT (-58.3778507 -34.6433153)
206109437,-34.642674,-58.3765005,traffic_signals,5,,POINT (-58.3765005 -34.642674)
206110405,-34.6456626,-58.3732289,,4,,POINT (-58.3732289 -34.6456626)
206110411,-34.6447281,-58.3685628,,4,,POINT (-58.3685628 -34.6447281)
206110430,-34.6436229,-58.3736029,traffic_signals,4,,POINT (-58.3736029 -34.6436229)
206110432,-34.6441087,-58.3702069,,3,,POINT (-58.3702069 -34.6441087)
206110433,-34.643821,-58.3686908,,4,,POINT (-58.3686908 -34.643821)
206110439,-34.6414727,-58.3728121,,4,,POINT (-58.3728121 -34.6414727)
206110440,-34.642322,-58.3726692,,4,,POINT (-58.3726692 -34.642322)
206110442,-34.642175,-58.3706056,,4,,POINT (-58.3706056 -34.642175)
206110443,-34.6419455,-58.3689583,traffic_signals,4,,POINT (-58.3689583 -34.6419455)
206110451,-34.6452231,-58.3710343,,4,,POINT (-58.3710343 -34.6452231)
206110452,-34.6432714,-58.3714416,,4,,POINT (-58.3714416 -34.6432714)
206110454,-34.6422403,-58.3716407,,4,,POINT (-58.3716407 -34.6422403)
206110455,-34.641384,-58.3718096,,4,,POINT (-58.3718096 -34.641384)
206110461,-34.6450191,-58.3700157,,4,,POINT (-58.3700157 -34.6450191)
206110463,-34.6431407,-58.3704088,,4,,POINT (-58.3704088 -34.6431407)
206111013,-34.6415803,-58.3739816,traffic_signals,4,,POINT (-58.3739816 -34.6415803)
206111017,-34.6411435,-58.3690896,,4,,POINT (-58.3690896 -34.6411435)
206111043,-34.6405216,-58.3742009,traffic_signals,4,,POINT (-58.3742009 -34.6405216)
206111046,-34.6401201,-58.3692509,traffic_signals,4,,POINT (-58.3692509 -34.6401201)
206111958,-34.6333896,-58.3744041,traffic_signals,3,,POINT (-58.3744041 -34.6333896)
206111959,-34.6325041,-58.3735777,traffic_signals,3,,POINT (-58.3735777 -34.6325041)
206111960,-34.6316149,-58.3727319,,3,,POINT (-58.3727319 -34.6316149)
206111961,-34.6392332,-58.3703277,,3,,POINT (-58.3703277 -34.6392332)
206111962,-34.6278073,-58.3724156,,3,,POINT (-58.3724156 -34.6278073)
206111963,-34.6318212,-58.3714165,,3,,POINT (-58.3714165 -34.6318212)
206111964,-34.6317356,-58.370459,traffic_signals,4,,POINT (-58.370459 -34.6317356)
206111965,-34.6316108,-58.369109,,4,,POINT (-58.369109 -34.6316108)
206111968,-34.6361078,-58.3738679,,4,,POINT (-58.3738679 -34.6361078)
206111969,-34.6359676,-58.372889,,4,,POINT (-58.372889 -34.6359676)
206111972,-34.6358369,-58.3719054,,4,,POINT (-58.3719054 -34.6358369)
206111974,-34.635561,-58.3699629,traffic_signals,4,,POINT (-58.3699629 -34.635561)
206111975,-34.6353777,-58.3683394,,4,,POINT (-58.3683394 -34.6353777)
206111978,-34.6334507,-58.3686135,,4,,POINT (-58.3686135 -34.6334507)
206111979,-34.6337301,-58.3712083,,4,,POINT (-58.3712083 -34.6337301)
206111980,-34.6338872,-58.3722974,traffic_signals,4,,POINT (-58.3722974 -34.6338872)
206111981,-34.6340451,-58.3732824,,4,,POINT (-58.3732824 -34.6340451)
206111982,-34.6342009,-58.3742402,,3,,POINT (-58.3742402 -34.6342009)
206111984,-34.6343896,-58.3684849,,4,,POINT (-58.3684849 -34.6343896)
206111994,-34.6345522,-58.3701129,traffic_signals,4,,POINT (-58.3701129 -34.6345522)
206111995,-34.6346893,-58.3710895,,3,,POINT (-58.3710895 -34.6346893)
206111996,-34.6348319,-58.3721096,,4,,POINT (-58.3721096 -34.6348319)
206111997,-34.6349694,-58.3730903,,4,,POINT (-58.3730903 -34.6349694)
206111998,-34.6351024,-58.3740703,traffic_signals,4,,POINT (-58.3740703 -34.6351024)
206111999,-34.6352485,-58.3751713,traffic_signals,4,,POINT (-58.3751713 -34.6352485)
206112000,-34.6371752,-58.3748123,traffic_signals,4,,POINT (-58.3748123 -34.6371752)
206112001,-34.6370196,-58.373689,,4,,POINT (-58.373689 -34.6370196)
206112002,-34.6368833,-58.3727011,,3,,POINT (-58.3727011 -34.6368833)
206112005,-34.6367513,-58.3717182,traffic_signals,4,,POINT (-58.3717182 -34.6367513)
206112006,-34.6366388,-58.3707767,,3,,POINT (-58.3707767 -34.6366388)
206112007,-34.6365052,-58.3698021,traffic_signals,4,,POINT (-58.3698021 -34.6365052)
206112011,-34.6375487,-58.3715625,traffic_signals,4,,POINT (-58.3715625 -34.6375487)
206112012,-34.6374663,-58.3706335,,4,,POINT (-58.3706335 -34.6374663)
206112013,-34.6373809,-58.3696662,traffic_signals,4,,POINT (-58.3696662 -34.6373809)
206112020,-34.6385272,-58.37338,traffic_signals,4,,POINT (-58.37338 -34.6385272)
206112021,-34.6383905,-58.3723921,,3,,POINT (-58.3723921 -34.6383905)
206112022,-34.6382562,-58.3714039,traffic_signals,4,,POINT (-58.3714039 -34.6382562)
206112023,-34.6381359,-58.3705176,,4,,POINT (-58.3705176 -34.6381359)
206112024,-34.6380061,-58.3695631,traffic_signals,3,,POINT (-58.3695631 -34.6380061)
206112032,-34.6396979,-58.3743516,traffic_signals,4,,POINT (-58.3743516 -34.6396979)
206112033,-34.6395295,-58.3731753,,4,,POINT (-58.3731753 -34.6395295)
206112034,-34.6394087,-58.3722139,,4,,POINT (-58.3722139 -34.6394087)
206112035,-34.6392807,-58.3711957,,4,,POINT (-58.3711957 -34.6392807)
206112043,-34.6331113,-58.3734559,,3,,POINT (-58.3734559 -34.6331113)
206112044,-34.6329839,-58.3724874,,4,,POINT (-58.3724874 -34.6329839)
206112045,-34.6328013,-58.3712908,,4,,POINT (-58.3712908 -34.6328013)
206112046,-34.6326729,-58.3703795,traffic_signals,4,,POINT (-58.3703795 -34.6326729)
206112047,-34.6325312,-58.3688541,,4,,POINT (-58.3688541 -34.6325312)
206112409,-34.6307982,-58.3705474,traffic_signals,4,,POINT (-58.3705474 -34.6307982)
206112412,-34.6297219,-58.3706354,,3,,POINT (-58.3706354 -34.6297219)
206114705,-34.6286125,-58.3779492,traffic_signals,4,,POINT (-58.3779492 -34.6286125)
206114731,-34.626588,-58.3709584,,3,,POINT (-58.3709584 -34.626588)
206114737,-34.6308098,-58.3766664,,4,,POINT (-58.3766664 -34.6308098)
206114752,-34.6290293,-58.3721014,,3,,POINT (-58.3721014 -34.6290293)
206114755,-34.6296814,-58.373679,,4,,POINT (-58.373679 -34.6296814)
206114757,-34.6295223,-58.3719647,,3,,POINT (-58.3719647 -34.6295223)
206114767,-34.6254752,-58.3726256,traffic_signals,4,,POINT (-58.3726256 -34.6254752)
206114771,-34.6294687,-58.37316,,3,,POINT (-58.37316 -34.6294687)
206114777,-34.625547,-58.3739608,traffic_signals,4,,POINT (-58.3739608 -34.625547)
206114780,-34.6268274,-58.3772743,traffic_signals,4,,POINT (-58.3772743 -34.6268274)
206114783,-34.62783,-58.3766211,,4,,POINT (-58.3766211 -34.62783)
206114786,-34.6299119,-58.374812,,3,,POINT (-58.374812 -34.6299119)
206114790,-34.6304018,-58.37435,,4,,POINT (-58.37435 -34.6304018)
206114792,-34.6309643,-58.3734648,,4,,POINT (-58.3734648 -34.6309643)
206114795,-34.6315049,-58.3726283,traffic_signals,3,,POINT (-58.3726283 -34.6315049)
206114798,-34.6262604,-58.3762065,traffic_signals,4,,POINT (-58.3762065 -34.6262604)
206114801,-34.6272649,-58.3756217,traffic_signals,4,,POINT (-58.3756217 -34.6272649)
206114804,-34.6302539,-58.3727874,,4,,POINT (-58.3727874 -34.6302539)
206114807,-34.6307796,-58.3719547,traffic_signals,4,,POINT (-58.3719547 -34.6307796)
206114810,-34.6267763,-58.3745854,traffic_signals,4,,POINT (-58.3745854 -34.6267763)
206114813,-34.6289688,-58.3756299,,3,,POINT (-58.3756299 -34.6289688)
206114817,-34.6285965,-58.3745714,,4,,POINT (-58.3745714 -34.6285965)
206114820,-34.6282376,-58.3734911,,4,,POINT (-58.3734911 -34.6282376)
206114823,-34.628184,-58.372321,,3,,POINT (-58.372321 -34.628184)
206114827,-34.6281221,-58.3707674,,3,,POINT (-58.3707674 -34.6281221)
206114830,-34.6292687,-58.372032,,3,,POINT (-58.372032 -34.6292687)
206114834,-34.6291633,-58.3706863,,4,,POINT (-58.3706863 -34.6291633)
206119193,-34.6415594,-58.3938171,traffic_signals,4,,POINT (-58.3938171 -34.6415594)
206119223,-34.6416737,-58.4091343,,4,,POINT (-58.4091343 -34.6416737)
206119225,-34.6410834,-58.4048647,,4,,POINT (-58.4048647 -34.6410834)
206119226,-34.6393567,-58.3975522,traffic_signals,4,,POINT (-58.3975522 -34.6393567)
206119230,-34.6450588,-58.4097042,traffic_signals,4,,POINT (-58.4097042 -34.6450588)
206119232,-34.6404489,-58.4089052,,3,,POINT (-58.4089052 -34.6404489)
206119233,-34.6401297,-58.4050482,,3,,POINT (-58.4050482 -34.6401297)
206119247,-34.6403321,-58.4064674,,3,,POINT (-58.4064674 -34.6403321)
206119256,-34.6440983,-58.4095454,,4,,POINT (-58.4095454 -34.6440983)
206119257,-34.6439501,-58.4085783,,4,,POINT (-58.4085783 -34.6439501)
206119259,-34.643751,-58.4071282,,4,,POINT (-58.4071282 -34.643751)
206119261,-34.6435817,-58.4058075,,4,,POINT (-58.4058075 -34.6435817)
206119262,-34.6433889,-58.4044165,,4,,POINT (-58.4044165 -34.6433889)
206119264,-34.6376346,-58.4018527,traffic_signals,4,,POINT (-58.4018527 -34.6376346)
206119266,-34.6400742,-58.4012905,,4,,POINT (-58.4012905 -34.6400742)
206119268,-34.6446386,-58.4002567,,3,,POINT (-58.4002567 -34.6446386)
206119269,-34.6440456,-58.3991694,,3,,POINT (-58.3991694 -34.6440456)
206119271,-34.6398087,-58.4000421,,3,,POINT (-58.4000421 -34.6398087)
206119276,-34.6432861,-58.3977634,,4,,POINT (-58.3977634 -34.6432861)
206119278,-34.6412463,-58.3982669,,4,,POINT (-58.3982669 -34.6412463)
206119280,-34.641441,-58.3996909,,4,,POINT (-58.3996909 -34.641441)
206119281,-34.6416048,-58.4009387,,4,,POINT (-58.4009387 -34.6416048)
206119283,-34.6420784,-58.4046745,,4,,POINT (-58.4046745 -34.6420784)
206119285,-34.642294,-58.4060868,,4,,POINT (-58.4060868 -34.642294)
206119287,-34.6424962,-58.4073692,,4,,POINT (-58.4073692 -34.6424962)
206119290,-34.6426823,-58.4088773,,3,,POINT (-58.4088773 -34.6426823)
206119294,-34.6427454,-58.4093207,,4,,POINT (-58.4093207 -34.6427454)
206119299,-34.6427997,-58.4131748,traffic_signals,3,,POINT (-58.4131748 -34.6427997)
206119301,-34.6424714,-58.4146308,,4,,POINT (-58.4146308 -34.6424714)
206119302,-34.6422458,-58.4156693,,4,,POINT (-58.4156693 -34.6422458)
206119308,-34.6421399,-58.4160931,traffic_signals,3,,POINT (-58.4160931 -34.6421399)
206119310,-34.6438581,-58.4114558,,3,,POINT (-58.4114558 -34.6438581)
206119311,-34.6434137,-58.4134383,,3,,POINT (-58.4134383 -34.6434137)
206119315,-34.6459296,-58.4161685,,3,,POINT (-58.4161685 -34.6459296)
206119318,-34.6412252,-58.4142626,,3,,POINT (-58.4142626 -34.6412252)
206119320,-34.6435213,-58.4149558,,4,,POINT (-58.4149558 -34.6435213)
206119322,-34.6443715,-58.4153506,,4,,POINT (-58.4153506 -34.6443715)
206119327,-34.641422,-58.4153175,,4,,POINT (-58.4153175 -34.641422)
206119329,-34.6409119,-58.4125808,,4,,POINT (-58.4125808 -34.6409119)
206119331,-34.6415644,-58.4160852,traffic_signals,4,,POINT (-58.4160852 -34.6415644)
206119332,-34.6416272,-58.4164177,traffic_signals,4,,POINT (-58.4164177 -34.6416272)
206119334,-34.6419325,-58.4179116,,4,,POINT (-58.4179116 -34.6419325)
206119336,-34.6414301,-58.4143183,,4,,POINT (-58.4143183 -34.6414301)
206119338,-34.6417473,-58.4127145,,3,,POINT (-58.4127145 -34.6417473)
206119339,-34.6456847,-58.4145203,traffic_signals,4,,POINT (-58.4145203 -34.6456847)
206119341,-34.6453376,-58.4158307,,4,,POINT (-58.4158307 -34.6453376)
206119343,-34.6452816,-58.416146,,4,,POINT (-58.416146 -34.6452816)
206119344,-34.6452774,-58.4173791,,4,,POINT (-58.4173791 -34.6452774)
206119365,-34.644176,-58.4173569,,4,,POINT (-58.4173569 -34.644176)
206119367,-34.636295,-58.419317,,4,,POINT (-58.419317 -34.636295)
206119368,-34.6331167,-58.4192047,,4,,POINT (-58.4192047 -34.6331167)
206119370,-34.6333241,-58.4213635,,4,,POINT (-58.4213635 -34.6333241)
206119372,-34.6365139,-58.4206574,,4,,POINT (-58.4206574 -34.6365139)
206119374,-34.6394945,-58.4195408,,4,,POINT (-58.4195408 -34.6394945)
206119379,-34.6403096,-58.4155367,,3,,POINT (-58.4155367 -34.6403096)
206119380,-34.640388,-58.4160518,traffic_signals,4,,POINT (-58.4160518 -34.640388)
206119382,-34.6405082,-58.4167029,traffic_signals,4,,POINT (-58.4167029 -34.6405082)
206119384,-34.6407804,-58.4182338,,4,,POINT (-58.4182338 -34.6407804)
206119386,-34.6384208,-58.4131907,traffic_signals,4,,POINT (-58.4131907 -34.6384208)
206119391,-34.6397826,-58.4128398,,4,,POINT (-58.4128398 -34.6397826)
206119394,-34.6371237,-58.4145943,,3,,POINT (-58.4145943 -34.6371237)
206119396,-34.6386596,-58.4145359,,4,,POINT (-58.4145359 -34.6386596)
206119397,-34.6400498,-58.4141993,,4,,POINT (-58.4141993 -34.6400498)
206119400,-34.6411573,-58.4138985,,3,,POINT (-58.4138985 -34.6411573)
206119402,-34.6333813,-58.3982959,traffic_signals,4,,POINT (-58.3982959 -34.6333813)
206119404,-34.634504,-58.3978634,,4,,POINT (-58.3978634 -34.634504)
206119405,-34.6356382,-58.3974275,traffic_signals,4,,POINT (-58.3974275 -34.6356382)
206119407,-34.6419327,-58.3950728,,3,,POINT (-58.3950728 -34.6419327)
206119427,-34.6425441,-58.396262,traffic_signals,3,,POINT (-58.396262 -34.6425441)
206119429,-34.6383231,-58.4053798,,3,,POINT (-58.4053798 -34.6383231)
206119431,-34.6372889,-58.4000992,,4,,POINT (-58.4000992 -34.6372889)
206119432,-34.6369735,-58.3984984,traffic_signals,4,,POINT (-58.3984984 -34.6369735)
206119434,-34.6367177,-58.3970159,,4,,POINT (-58.3970159 -34.6367177)
206119436,-34.6396066,-58.4051335,,4,,POINT (-58.4051335 -34.6396066)
206119437,-34.6388682,-58.4015788,,4,,POINT (-58.4015788 -34.6388682)
206119439,-34.6384746,-58.3996918,,4,,POINT (-58.3996918 -34.6384746)
206119441,-34.6381701,-58.3980202,traffic_signals,4,,POINT (-58.3980202 -34.6381701)
206119443,-34.6379258,-58.3965866,,4,,POINT (-58.3965866 -34.6379258)
206119444,-34.6364938,-58.4021223,traffic_signals,4,,POINT (-58.4021223 -34.6364938)
206119446,-34.6351709,-58.4024518,traffic_signals,4,,POINT (-58.4024518 -34.6351709)
206119448,-34.6347175,-58.4059056,,4,,POINT (-58.4059056 -34.6347175)
206119449,-34.6351243,-58.4078003,,4,,POINT (-58.4078003 -34.6351243)
206119451,-34.635437,-58.4092799,,4,,POINT (-58.4092799 -34.635437)
206119453,-34.6370563,-58.411889,,4,,POINT (-58.411889 -34.6370563)
206119455,-34.6381386,-58.4116012,traffic_signals,4,,POINT (-58.4116012 -34.6381386)
206119456,-34.6409484,-58.4044561,,3,,POINT (-58.4044561 -34.6409484)
206119458,-34.6392655,-58.4035703,,4,,POINT (-58.4035703 -34.6392655)
206119459,-34.6388772,-58.4033316,,4,,POINT (-58.4033316 -34.6388772)
206119460,-34.6378096,-58.4027138,,4,,POINT (-58.4027138 -34.6378096)
206119461,-34.6366514,-58.4029905,traffic_signals,3,,POINT (-58.4029905 -34.6366514)
206128052,-34.6448978,-58.4211054,,4,,POINT (-58.4211054 -34.6448978)
206128067,-34.6405244,-58.4197974,,4,,POINT (-58.4197974 -34.6405244)
206128071,-34.6410274,-58.4195788,,4,,POINT (-58.4195788 -34.6410274)
206128075,-34.6443473,-58.4183749,,4,,POINT (-58.4183749 -34.6443473)
206128082,-34.6439041,-58.421955,traffic_signals,4,,POINT (-58.421955 -34.6439041)
206128086,-34.6434605,-58.4199247,,4,,POINT (-58.4199247 -34.6434605)
206128089,-34.6432385,-58.4187821,,4,,POINT (-58.4187821 -34.6432385)
206128094,-34.6430259,-58.4176471,,4,,POINT (-58.4176471 -34.6430259)
206128098,-34.6372613,-58.4191115,,4,,POINT (-58.4191115 -34.6372613)
206128102,-34.6374457,-58.4203406,,4,,POINT (-58.4203406 -34.6374457)
206128105,-34.6376289,-58.4214513,,4,,POINT (-58.4214513 -34.6376289)
206128109,-34.6380925,-58.4240408,traffic_signals,4,,POINT (-58.4240408 -34.6380925)
206128113,-34.6383196,-58.4254534,,4,,POINT (-58.4254534 -34.6383196)
206128117,-34.6356668,-58.4193536,,4,,POINT (-58.4193536 -34.6356668)
206128124,-34.6358287,-58.4208504,,4,,POINT (-58.4208504 -34.6358287)
206128128,-34.6359461,-58.4219205,,4,,POINT (-58.4219205 -34.6359461)
206128132,-34.6344058,-58.4192738,,4,,POINT (-58.4192738 -34.6344058)
206128136,-34.6345994,-58.4211393,,4,,POINT (-58.4211393 -34.6345994)
206128139,-34.6346797,-58.4222356,,3,,POINT (-58.4222356 -34.6346797)
206128143,-34.633932,-58.4265937,,4,,POINT (-58.4265937 -34.633932)
206128150,-34.6334541,-58.4225481,,4,,POINT (-58.4225481 -34.6334541)
206128152,-34.6396008,-58.4264217,,4,,POINT (-58.4264217 -34.6396008)
206128153,-34.6391597,-58.4237689,,5,,POINT (-58.4237689 -34.6391597)
206128154,-34.6384826,-58.419899,,4,,POINT (-58.419899 -34.6384826)
206128157,-34.6371564,-58.4242861,,3,,POINT (-58.4242861 -34.6371564)
206128158,-34.6367062,-58.4216955,,4,,POINT (-58.4216955 -34.6367062)
206128159,-34.6360871,-58.4161691,traffic_signals,4,,POINT (-58.4161691 -34.6360871)
206128160,-34.6356565,-58.4149221,,3,,POINT (-58.4149221 -34.6356565)
206128162,-34.6350182,-58.4151823,,3,,POINT (-58.4151823 -34.6350182)
206128163,-34.6362655,-58.4187818,,3,,POINT (-58.4187818 -34.6362655)
206128164,-34.6372355,-58.4183508,,4,,POINT (-58.4183508 -34.6372355)
206128165,-34.6386358,-58.4176662,,3,,POINT (-58.4176662 -34.6386358)
206128166,-34.6438617,-58.42662,,3,,POINT (-58.42662 -34.6438617)
206128167,-34.6411918,-58.4232262,,4,,POINT (-58.4232262 -34.6411918)
206128168,-34.6407223,-58.4206619,traffic_signals,4,,POINT (-58.4206619 -34.6407223)
206128169,-34.6421595,-58.4191452,,4,,POINT (-58.4191452 -34.6421595)
206128170,-34.6426518,-58.4218663,,3,,POINT (-58.4218663 -34.6426518)
206128171,-34.6455482,-58.4196565,,3,,POINT (-58.4196565 -34.6455482)
206128172,-34.6447009,-58.4203331,,4,,POINT (-58.4203331 -34.6447009)
206128173,-34.6436718,-58.4211281,,4,,POINT (-58.4211281 -34.6436718)
206128180,-34.642345,-58.4220998,,3,,POINT (-58.4220998 -34.642345)
206128181,-34.6425252,-58.4228988,,3,,POINT (-58.4228988 -34.6425252)
206128182,-34.6416838,-58.4239435,,4,,POINT (-58.4239435 -34.6416838)
206128183,-34.6409418,-58.4247626,,3,,POINT (-58.4247626 -34.6409418)
206128184,-34.6361065,-58.4233139,,4,,POINT (-58.4233139 -34.6361065)
206128185,-34.636953,-58.4230866,,4,,POINT (-58.4230866 -34.636953)
206128186,-34.637874,-58.4228394,,4,,POINT (-58.4228394 -34.637874)
206128187,-34.6389452,-58.4225518,,4,,POINT (-58.4225518 -34.6389452)
206128188,-34.6409685,-58.4220358,,4,,POINT (-58.4220358 -34.6409685)
206128190,-34.6354049,-58.4167622,,3,,POINT (-58.4167622 -34.6354049)
206128923,-34.6428467,-58.4377725,traffic_signals,4,,POINT (-58.4377725 -34.6428467)
206128924,-34.6414989,-58.4311786,traffic_signals,4,,POINT (-58.4311786 -34.6414989)
206128926,-34.6312376,-58.4315563,,4,,POINT (-58.4315563 -34.6312376)
206128927,-34.6412927,-58.4299277,traffic_signals,4,,POINT (-58.4299277 -34.6412927)
206128928,-34.6450146,-58.4289604,,4,,POINT (-58.4289604 -34.6450146)
206128929,-34.6241464,-58.4318006,,4,,POINT (-58.4318006 -34.6241464)
206128930,-34.6255858,-58.4314013,traffic_signals,4,,POINT (-58.4314013 -34.6255858)
206128943,-34.626341,-58.4312198,,4,,POINT (-58.4312198 -34.626341)
206128946,-34.6310433,-58.4301286,,4,,POINT (-58.4301286 -34.6310433)
206128947,-34.6319613,-58.4297185,traffic_signals,4,,POINT (-58.4297185 -34.6319613)
206128948,-34.6330262,-58.4294256,traffic_signals,4,,POINT (-58.4294256 -34.6330262)
206128949,-34.6408623,-58.4274225,traffic_signals,4,,POINT (-58.4274225 -34.6408623)
206128950,-34.6421036,-58.4270782,,5,,POINT (-58.4270782 -34.6421036)
206128951,-34.6431518,-58.4257652,,4,,POINT (-58.4257652 -34.6431518)
206128952,-34.6299329,-58.4233691,,4,,POINT (-58.4233691 -34.6299329)
206128953,-34.6304434,-58.4259965,traffic_signals,4,,POINT (-58.4259965 -34.6304434)
206128954,-34.6343549,-58.4290718,,4,,POINT (-58.4290718 -34.6343549)
206128955,-34.6347104,-58.4312895,,4,,POINT (-58.4312895 -34.6347104)
206128956,-34.6349205,-58.4325472,traffic_signals,4,,POINT (-58.4325472 -34.6349205)
206128957,-34.6351514,-58.4341008,,4,,POINT (-58.4341008 -34.6351514)
206128958,-34.6451526,-58.4320871,traffic_signals,4,,POINT (-58.4320871 -34.6451526)
206128959,-34.6417361,-58.4323521,traffic_signals,4,,POINT (-58.4323521 -34.6417361)
206128960,-34.6382436,-58.4326048,,4,,POINT (-58.4326048 -34.6382436)
206128961,-34.6363049,-58.4336216,,4,,POINT (-58.4336216 -34.6363049)
206128966,-34.6345381,-58.4352864,traffic_signals,3,,POINT (-58.4352864 -34.6345381)
206128967,-34.6418947,-58.4331041,traffic_signals,4,,POINT (-58.4331041 -34.6418947)
206128971,-34.642422,-58.4248548,,4,,POINT (-58.4248548 -34.642422)
206128972,-34.6414997,-58.4258966,,4,,POINT (-58.4258966 -34.6414997)
206128973,-34.6406405,-58.4261616,,4,,POINT (-58.4261616 -34.6406405)
206128974,-34.6328121,-58.4281624,traffic_signals,4,,POINT (-58.4281624 -34.6328121)
206128975,-34.6315709,-58.4285023,traffic_signals,4,,POINT (-58.4285023 -34.6315709)
206128976,-34.6308341,-58.428714,,4,,POINT (-58.428714 -34.6308341)
206128977,-34.6287172,-58.4293247,,4,,POINT (-58.4293247 -34.6287172)
206128979,-34.6261321,-58.4298959,,4,,POINT (-58.4298959 -34.6261321)
206128980,-34.6254471,-58.4300508,traffic_signals,4,,POINT (-58.4300508 -34.6254471)
206128981,-34.6385331,-58.4266994,,4,,POINT (-58.4266994 -34.6385331)
206128982,-34.6387671,-58.427958,,4,,POINT (-58.427958 -34.6387671)
206128983,-34.6391984,-58.4303483,,4,,POINT (-58.4303483 -34.6391984)
206128984,-34.6394189,-58.431611,traffic_signals,4,,POINT (-58.431611 -34.6394189)
206128985,-34.6395531,-58.4325092,traffic_signals,4,,POINT (-58.4325092 -34.6395531)
206128986,-34.6396768,-58.4339018,,4,,POINT (-58.4339018 -34.6396768)
206128987,-34.639798,-58.4355487,,4,,POINT (-58.4355487 -34.639798)
206128988,-34.6413891,-58.4426165,,4,,POINT (-58.4426165 -34.6413891)
206128989,-34.6345022,-58.4299885,,3,,POINT (-58.4299885 -34.6345022)
206128990,-34.6389696,-58.429076,,4,,POINT (-58.429076 -34.6389696)
206128991,-34.6410599,-58.4285713,,4,,POINT (-58.4285713 -34.6410599)
206128992,-34.644959,-58.4276042,,5,,POINT (-58.4276042 -34.644959)
206128993,-34.6348775,-58.4249365,traffic_signals,4,,POINT (-58.4249365 -34.6348775)
206128997,-34.6351094,-58.4262906,,4,,POINT (-58.4262906 -34.6351094)
206129001,-34.6353168,-58.4275183,,4,,POINT (-58.4275183 -34.6353168)
206129006,-34.6355102,-58.4287694,,4,,POINT (-58.4287694 -34.6355102)
206129010,-34.6356763,-58.4297469,,4,,POINT (-58.4297469 -34.6356763)
206129014,-34.6358903,-58.4310276,,4,,POINT (-58.4310276 -34.6358903)
206129018,-34.6360998,-58.4322972,traffic_signals,4,,POINT (-58.4322972 -34.6360998)
206129022,-34.6364163,-58.435081,,4,,POINT (-58.435081 -34.6364163)
206129026,-34.6365626,-58.4361256,,3,,POINT (-58.4361256 -34.6365626)
206129028,-34.6379897,-58.4423578,,4,,POINT (-58.4423578 -34.6379897)
206129029,-34.6367575,-58.4243901,traffic_signals,3,,POINT (-58.4243901 -34.6367575)
206129030,-34.637024,-58.4257854,,4,,POINT (-58.4257854 -34.637024)
206129031,-34.6372413,-58.4270321,,4,,POINT (-58.4270321 -34.6372413)
206129032,-34.637668,-58.4293486,,4,,POINT (-58.4293486 -34.637668)
206129033,-34.6378952,-58.4306122,,4,,POINT (-58.4306122 -34.6378952)
206129034,-34.6383865,-58.4343685,,4,,POINT (-58.4343685 -34.6383865)
206129035,-34.6387567,-58.4359234,traffic_signals,4,,POINT (-58.4359234 -34.6387567)
206129037,-34.6402035,-58.441686,,4,,POINT (-58.441686 -34.6402035)
206129043,-34.6455779,-58.4334766,,4,,POINT (-58.4334766 -34.6455779)
206129044,-34.642217,-58.434678,traffic_signals,4,,POINT (-58.434678 -34.642217)
206129045,-34.6368611,-58.4366057,traffic_signals,4,,POINT (-58.4366057 -34.6368611)
206129046,-34.6367246,-58.4366541,,3,,POINT (-58.4366541 -34.6367246)
206129061,-34.6349431,-58.4372912,traffic_signals,4,,POINT (-58.4372912 -34.6349431)
206129063,-34.6308834,-58.4218296,traffic_signals,4,,POINT (-58.4218296 -34.6308834)
206129072,-34.6296726,-58.4220649,,4,,POINT (-58.4220649 -34.6296726)
206129073,-34.6277208,-58.4225213,,4,,POINT (-58.4225213 -34.6277208)
206129074,-34.6345331,-58.4205804,,3,,POINT (-58.4205804 -34.6345331)
206129075,-34.6332337,-58.4205149,,4,,POINT (-58.4205149 -34.6332337)
206129076,-34.6318717,-58.4204891,traffic_signals,4,,POINT (-58.4204891 -34.6318717)
206129077,-34.6306814,-58.4204755,traffic_signals,4,,POINT (-58.4204755 -34.6306814)
206129078,-34.6294227,-58.4207636,,4,,POINT (-58.4207636 -34.6294227)
